unix,open,high,low,close,Volume BTC,Volume USD,timestamp,7-day SMA,21-day SMA,EMA_0.67,12-day EMA,26-day EMA,MACD,20-day STD,Upper BB,Lower BB,High-Low Spread,MA Indicator,sentiment,Price Diff,Price Direction
1641085200,47657.8,47657.91,47335.15,47379.21,9.42324239,446465.7800767119,1641085200,47210.51285714286,47222.950952380954,47364.527656726365,47240.69981107969,47163.90879211406,76.79101896563225,205.03066097467735,47633.01227433031,46812.8896304316,322.76000000000204,0,0.0,-8.440000000002328,0
1641088800,47381.73,47459.0,47291.14,47387.65,11.33521174,537149.046611011,1641088800,47190.38,47218.16619047619,47334.71805068593,47215.51614036691,47146.684695483185,68.83144488372636,206.65068104102164,47631.467552558235,46804.86482839415,167.86000000000058,0,0.0,39.36000000000058,1
1641092400,47384.7,47484.68,47277.0,47348.29,9.59297861,454211.13319007686,1641092400,47176.65,47216.38380952381,47227.250153593726,47184.219074979075,47127.40747112184,56.81160385723342,203.2726907797132,47622.92919108323,46809.83842796439,207.6800000000003,0,0.0,435.65000000000146,1
1641096000,47348.29,47436.03,46780.0,46912.64,55.36023324,2597094.692304153,1641096000,47155.71428571428,47203.46333333333,46981.50258664764,47154.38799770254,47109.73686881159,44.65112889095326,203.3423968082397,47610.14812694981,46796.778539716855,656.0299999999988,0,0.0,-182.45999999999913,0
1641099600,46918.6,47102.73,46842.57,47095.1,14.80441367,697215.3422300171,1641099600,47204.544285714284,47213.24238095238,47121.31450499285,47198.34217910301,47125.50461831652,72.83756078649458,193.80003295510946,47600.8424468626,46825.64231504216,260.1600000000035,0,0.0,-60.79000000000087,0
1641103200,47094.24,47239.0,47029.81,47155.89,26.33854892,1242017.7156311388,1641103200,47235.07428571429,47208.67095238095,47174.537893917724,47217.11348439447,47127.936987781846,89.17649661262112,193.10206819664623,47594.87508877424,46822.46681598765,209.19000000000233,1,0.0,-38.919999999998254,0
1641106800,47111.71,47314.87,47102.23,47194.81,11.50297872,542880.8951244431,1641106800,47234.47142857143,47191.71047619048,47212.39876944765,47228.245027011646,47125.700746804396,102.54428020725027,198.9010106877636,47589.51249756601,46793.90845481495,212.63999999999942,1,0.0,-43.470000000001164,0
1641110400,47196.75,47243.7,46992.7,47238.28,9.88127554,466774.4607156712,1641110400,47225.469999999994,47174.565714285716,47248.10930135651,47234.324122831946,47120.17200654874,114.15211628320685,219.2090928884742,47612.98390006267,46736.147528508765,251.0,1,0.0,-53.26000000000204,0
1641114000,47225.72,47503.03,47165.8,47291.54,24.73033306,1169535.5351203124,1641114000,47240.84714285714,47167.670000000006,47268.06576168638,47233.604872437754,47110.723367072635,122.88150536511966,232.82833068253186,47633.32666136507,46702.01333863494,337.2299999999959,1,0.0,89.80000000000291,1
1641117600,47268.0,47354.26,47160.0,47201.74,7.08524838,334436.0518681812,1641117600,47317.59999999999,47151.12285714286,47220.40594450419,47223.071212880976,47096.25803643844,126.81317644253431,231.65781889572017,47614.4384949343,46687.807219351416,194.26000000000204,1,0.0,-52.70999999999913,0
1641121200,47203.03,47399.0,47190.98,47254.45,10.49966798,496156.03557751095,1641121200,47349.76285714285,47144.86238095238,47258.30346819453,47226.94961522297,47087.819479353515,139.13013586945453,236.4178373713959,47617.69805569517,46672.02670620959,208.0199999999968,1,0.0,-54.36000000000058,0
1641124800,47247.22,47446.1,47033.93,47308.81,19.88927135,940937.7593355936,1641124800,47323.21571428571,47131.19619047619,47266.127176347065,47221.94954526351,47074.489037701795,147.46050756171462,235.663317894522,47602.52282626524,46659.869554687146,412.16999999999825,1,0.0,157.13999999999942,1
1641128400,47310.66,47311.8,47079.76,47151.67,11.63118967,548430.0170272489,1641128400,47265.82571428571,47115.956666666665,47179.46811014263,47206.15673531142,47055.74336071794,150.41337459348142,235.10723276782315,47586.17113220231,46645.74220113102,232.04000000000087,1,0.0,19.869999999995343,1
1641132000,47134.52,47204.11,47030.05,47131.8,8.09975788,381756.168448584,1641132000,47247.135714285716,47116.03047619048,47235.90669740192,47216.06341445896,47048.06922957537,167.99418488358788,236.8517405000509,47589.733957190576,46642.32699519038,174.05999999999767,1,0.0,-214.11999999999534,0
1641135600,47117.79,47386.74,47088.88,47345.92,31.93461604,1511973.776260557,1641135600,47232.87,47128.798571428575,47447.27484061188,47231.38403526967,47041.37076794139,190.01326732827874,236.98404282502366,47602.766657078624,46654.830485778526,297.8600000000006,1,0.0,-482.8899999999994,0
1641139200,47359.86,47890.0,47303.68,47828.81,28.57213068,1366571.0095888907,1641139200,47223.27142857143,47122.46142857143,47653.05588064205,47210.55931440961,47017.006829376696,193.5524850329166,240.0390711809827,47602.53957093339,46642.383286209464,586.3199999999997,1,0.0,401.9300000000003,1
1641142800,47823.72,47989.0,47332.43,47426.88,76.46584839,3626536.615690723,1641142800,47154.90142857144,47089.734761904765,47296.22175952137,47098.15009884772,46952.062575726835,146.08752312088473,174.6362142283663,47439.007190361495,46740.462333448035,656.5699999999997,1,0.0,358.25999999999476,1
1641146400,47425.1,47425.1,46660.0,47068.62,110.08037038,5181331.122875476,1641146400,47104.91285714286,47063.5680952381,47030.94593794357,47038.381025910945,46914.07718178498,124.30384412596322,156.09159621590837,47375.75128766992,46751.38490280628,765.0999999999985,1,0.0,161.54000000000087,1
1641150000,47058.9,47227.31,46827.68,46907.08,40.75834162,1911854.7910366696,1641150000,47111.967142857146,47046.06761904762,46954.45617558659,47032.883030622026,46901.71375632778,131.16927429424686,162.10776972440902,47370.28315849644,46721.85207959881,399.6299999999974,1,0.0,-113.75999999999476,0
1641153600,46905.37,47060.63,46852.12,47020.84,15.3430092,721441.1807117279,1641153600,47125.112857142856,47026.48285714285,47050.6441684442,47055.75630891694,46901.284456834,154.47185208294104,178.29038434095492,47383.06362582476,46669.90208846094,208.50999999999476,1,0.0,-11.10000000000582,0
1641157200,47009.8,47185.97,46946.83,47031.94,18.9524506,891370.519472164,1641157200,47093.52428571428,47006.60238095238,47111.15566195213,47062.10472872003,46891.72001338073,170.38471533929987,217.5985968294268,47441.799574611236,46571.40518729353,239.13999999999942,1,0.0,-246.79000000000087,0
1641160800,47031.94,47399.0,47031.94,47278.73,23.06980779,1090711.2136553067,1641160800,47065.357142857145,46979.5480952381,47271.987460461,47067.58922485095,46880.50241445119,187.08681039975636,237.27652640744364,47454.101148052985,46504.99504242321,367.0599999999977,1,0.0,-71.48999999999796,0
1641164400,47278.7,47488.83,47278.7,47350.22,104.80988216,4962770.978450076,1641164400,47038.89142857143,46936.6180952381,47258.298062003014,47029.19999300567,46848.644207607285,180.55578539838461,257.0084423742192,47450.634979986535,46422.60121048966,210.13000000000466,1,0.0,273.26000000000204,1
1641168000,47290.55,47291.13,47063.51,47076.96,19.43242236,914819.3701448255,1641168000,46980.86714285713,46869.19904761905,47071.66867273639,46970.8327190067,46808.51814421587,162.31457479082746,271.83485918757304,47412.86876599419,46325.5293292439,227.61999999999534,1,0.0,-41.04000000000087,0
1641171600,47060.0,47165.93,46975.75,47118.0,11.26371125,530723.5466775,1641171600,46979.91142857143,46817.735714285714,47060.92567495877,46951.53684973519,46787.04279575315,164.49405398203817,346.11902728923417,47509.97376886418,46125.497659707245,190.1800000000003,1,0.0,118.90000000000146,1
1641175200,47117.03,47121.7,46870.87,46999.1,27.22033437,1279331.217089067,1641175200,46958.40571428572,46775.013809523814,46945.04749987504,46921.27082241431,46760.566219413406,160.7046030009078,390.0147019615175,47555.04321344685,45994.98440560078,250.82999999999447,1,0.0,199.37999999999738,1
1641178800,47010.38,47097.09,46725.6,46799.72,25.12375204,1175784.560821429,1641178800,46956.93142857143,46748.38476190477,46835.30454507589,46907.12006285328,46741.48351696648,165.6365458868022,407.8090740773485,47564.00291005946,45932.76661375007,371.48999999999796,1,0.0,-35.049999999995634,0
1641182400,46791.13,46934.47,46771.22,46834.77,10.82034131,506768.1965753487,1641182400,47007.43142857143,46723.0761904762,46907.55195477541,46926.64734700843,46736.8245983238,189.82274868462991,414.03133457071476,47551.138859617626,45895.01352133477,163.25,1,0.0,-258.70000000000437,0
1641186000,46844.05,47222.99,46791.76,47093.47,40.27084017,1896493.60342069,1641186000,47088.16857142857,46686.42238095238,47055.32137810731,46943.352319191785,46728.988966189696,214.36335300208884,426.80807037805005,47540.038521708484,45832.80624019628,431.2299999999959,1,0.0,149.41999999999825,1
1641189600,47101.42,47112.67,46897.62,46944.05,17.12941432,804124.082308796,1641189600,47105.22142857143,46640.438095238096,46977.868115476675,46916.05819540847,46699.830483484875,216.22771192359505,440.8476980116995,47522.1334912615,45758.742699214694,215.04999999999563,1,0.0,-126.21999999999389,0
1641193200,46905.61,47089.49,46870.12,47070.27,34.00900661,1600813.1235644843,1641193200,47133.43571428572,46611.636666666665,47046.52913780808,46910.96877639183,46680.292922163666,230.67585422816046,451.4150659389841,47514.466798544636,45708.806534788695,219.36999999999534,1,0.0,102.80999999999767,1
1641196800,47071.61,47140.13,46936.84,46967.46,15.84238872,744076.7585110512,1641196800,47105.88,46565.821904761906,46998.327993357816,46882.00491755398,46649.09475593676,232.91016161721927,443.0038193076665,47451.82954337724,45679.814266146575,203.29000000000087,1,0.0,-21.31999999999971,0
1641200400,46996.89,47117.18,46788.0,46988.78,24.23678286,1138856.8577163108,1641200400,47067.83,46527.69095238095,47060.999373811566,46866.46762983653,46623.6255364117,242.8420934248279,445.9964371466497,47419.68382667425,45635.698078087655,329.1800000000003,1,0.0,-164.44000000000233,0
1641204000,46998.68,47265.74,46998.68,47153.22,33.15287352,1563264.7387207344,1641204000,46997.404285714285,46499.07904761905,47207.62658730778,46844.22901707954,46594.413179324634,249.81583775490435,440.8683394618896,47380.81572654283,45617.342368695274,267.0599999999977,1,0.0,-246.70999999999913,0
1641207600,47159.7,47438.94,47159.7,47399.93,50.33540732,2385894.783489488,1641207600,46918.85142857143,46469.288095238095,47318.088446387206,46788.048838366725,46549.708633670605,238.34020469612005,414.0054267075665,47297.298948653224,45641.277241822965,279.24000000000524,1,0.0,187.09000000000378,1
1641211200,47414.12,47586.58,47196.53,47212.84,39.11091939,1846537.5794129677,1641211200,46785.11857142857,46426.76047619047,47151.92529208243,46676.79771806977,46481.69092436425,195.10679370551952,351.7461568026434,47130.25278979576,45723.268162585184,390.0500000000029,1,0.0,71.2899999999936,1
1641214800,47213.14,47372.61,47140.0,47141.55,40.76826348,1921879.131255594,1641214800,46665.741428571426,46385.62952380952,47028.24997600737,46579.33548499154,46423.19899831339,156.1364866781514,299.88592545713186,46985.401374723784,45785.857672895254,232.61000000000058,1,0.0,264.17000000000553,1
1641218400,47154.32,47291.8,46780.0,46877.38,101.7935345,4771814.19829961,1641218400,46493.29428571429,46361.556666666664,46798.21659396172,46477.11466408091,46365.73091817846,111.38374590245076,241.71700901091788,46844.9906846885,45878.12264864483,511.8000000000029,1,0.0,176.2699999999968,1
1641222000,46861.99,47027.98,46588.4,46701.11,125.71076698,5870832.356917348,1641222000,46367.41571428572,46353.93095238095,46637.49089079307,46404.33914845926,46324.798991632735,79.54015682652243,218.82874427500727,46791.588440930966,45916.273463830934,439.58000000000175,1,0.0,205.30999999999767,1
1641225600,46669.33,46761.41,46288.83,46495.8,87.76659113,4080777.867862254,1641225600,46298.80571428571,46350.58095238095,46508.32482058507,46350.380811815485,46294.694110963355,55.686700852129434,220.27107088689715,46791.12309415475,45910.038810607155,472.58000000000175,0,0.0,-107.54999999999563,0
1641229200,46469.72,46801.0,46419.19,46603.35,50.23324875,2341037.6731333123,1641229200,46290.81857142857,46372.420000000006,46533.75400177295,46323.9409594183,46278.60563984042,45.33531957788364,227.35896287629697,46827.1379257526,45917.70207424741,381.8099999999977,0,0.0,139.54999999999563,1
1641232800,46565.47,46741.95,46410.71,46463.8,30.00476956,1394135.611881928,1641232800,46242.94571428571,46407.69571428571,46392.4530356756,46273.13931567618,46252.626091027654,20.513224648522737,259.7382248846604,46927.17216405503,45888.219264516396,331.23999999999796,0,0.0,86.60000000000582,1
1641236400,46503.28,46654.75,46371.59,46377.2,18.72052494,868205.529247368,1641236400,46185.979999999996,46427.57428571429,46247.59707780484,46238.473736708205,46235.73217830986,2.74155839834566,340.2231607959912,47108.02060730627,45747.12796412231,283.1600000000035,0,0.0,442.77999999999884,1
1641240000,46364.81,46405.69,45692.13,45934.42,172.3493761,7916768.628515362,1641240000,46150.351428571434,46446.74476190476,45984.46387213587,46213.250779746064,46224.414752574645,-11.163972828580881,356.35083784495197,47159.44643759466,45734.04308621486,713.560000000005,0,0.0,-61.81000000000495,0
1641243600,45907.8,46284.7,45824.02,45996.23,30.53966687,1404709.5414759002,1641243600,46208.18,46476.03285714286,46086.06809738142,46263.94728515444,46247.61433278061,16.332952373828448,344.39803101575313,47164.82891917437,45787.236795111356,460.6800000000003,0,0.0,-224.6099999999933,0
1641247200,45983.91,46456.76,45983.58,46220.84,95.12145322,4396593.469849105,1641247200,46224.17,46463.58095238096,46268.466658731566,46312.62315518252,46267.72507940307,44.898075779448845,325.8617252296251,47115.30440284021,45811.85750192171,473.1800000000003,0,0.0,-219.0500000000029,0
1641250800,46255.68,46579.41,46174.63,46439.89,39.22269855,1821497.8061651597,1641250800,46216.437142857154,46453.382380952375,46365.16320827748,46329.311001579335,46271.47588575532,57.83511582401843,363.7112560319923,47180.80489301636,45725.95986888839,404.7800000000061,0,0.0,171.65000000000146,1
1641254400,46464.01,46542.04,46160.17,46268.24,22.38843792,1035873.6189076608,1641254400,46209.01428571429,46445.14714285714,46213.44517659841,46309.20572913921,46258.002756615744,51.202972523467906,378.5547363483151,47202.25661555377,45688.037670160506,381.8700000000026,0,0.0,203.1999999999971,1
1641258000,46257.57,46393.63,46053.89,46065.04,24.86013362,1145183.0496106448,1641258000,46246.067142857144,46442.51952380952,46102.19508060127,46316.65404352816,46257.183777145,59.47026638315583,378.5881715127586,47199.695866835034,45685.343180784,339.73999999999796,0,0.0,-62.76000000000204,0
1641261600,46063.82,46239.8,45941.07,46127.8,23.7594596,1095971.60053688,1641261600,46309.182857142856,46446.97190476191,46177.63115333718,46362.40205144236,46272.5552793166,89.84677212576207,371.973399930275,47190.918704622454,45703.02510490136,298.7300000000032,0,0.0,-211.41999999999825,0
1641265200,46128.88,46385.11,46024.42,46339.22,17.88534814,828793.0822360509,1641265200,46340.79571428571,46432.31476190476,46278.80349496114,46405.05696988642,46284.13570166192,120.92126822449791,370.5833500036106,47173.48146191198,45691.14806189754,360.6900000000023,0,0.0,231.05999999999767,1
1641268800,46330.66,46418.85,46031.95,46108.16,22.41882365,1033690.707865984,1641268800,46383.19571428571,46429.333333333336,46156.13968170039,46417.02732804759,46279.728957794876,137.29837025271263,396.9544741428273,47223.242281618994,45635.42438504768,386.90000000000146,0,0.0,-58.549999999995634,0
1641272400,46102.67,46304.29,46036.91,46166.71,32.30974577,1491634.6631373167,1641272400,46470.207142857136,46428.590476190475,46253.55297484966,46473.18502405624,46293.45447441847,179.73054963777395,391.35829243688244,47211.30706106424,45645.87389131671,267.3799999999974,1,0.0,-221.22000000000116,0
1641276000,46163.57,46409.79,46064.65,46387.93,73.12764316,3392239.9919710592,1641276000,46536.5,46435.29523809524,46429.87052984746,46528.907755702836,46303.59403237195,225.31372333088802,394.4761216239604,47224.24748134316,45646.34299484732,345.1399999999994,1,0.0,-139.6800000000003,0
1641279600,46382.68,46589.72,46340.19,46527.61,50.31648112,2341105.6101237237,1641279600,46617.427142857145,46437.98857142857,46515.02251468928,46554.54007492153,46296.847154961695,257.69291995983804,395.46153458952665,47228.91164060762,45647.06550224952,249.52999999999884,1,0.0,20.760000000002037,1
1641283200,46567.04,46681.74,46423.48,46506.85,41.14077455,1913327.8308806675,1641283200,46734.07428571428,46432.95809523809,46489.466105119,46559.43645218,46278.38612735863,281.05032482137176,394.902883662765,47222.763862563625,45643.15232791256,258.25999999999476,1,0.0,157.76000000000204,1
1641286800,46500.06,46609.92,46305.34,46349.09,60.54946442,2806412.5758543774,1641286800,46787.56,46423.67333333333,46454.171530663625,46568.997625303644,46260.10901754733,308.88860775631474,394.529114652298,47212.73156263793,45634.61510402874,304.58000000000175,1,0.0,-286.9300000000003,0
1641290400,46394.3,46768.17,46294.11,46636.02,48.94392708,2282549.962181421,1641290400,46849.08714285714,46428.92666666667,46667.51888079887,46608.98082990431,46252.99053895112,355.9902909531884,395.01468334988584,47218.95603336645,45638.8972999669,474.0599999999977,1,0.0,-81.22000000000116,0
1641294000,46643.78,46768.17,46642.47,46717.24,28.89949971,1350104.8638320004,1641294000,46836.72285714286,46417.91333333334,46731.47115393596,46604.06461715963,46222.3481820672,381.7164350924286,392.06867452441054,47202.050682382156,45633.77598428452,125.69999999999709,1,0.0,86.47999999999593,1
1641297600,46747.59,46754.51,46443.5,46630.76,95.9378371,4473654.256729196,1641297600,46696.36571428572,46403.48380952381,46760.36470889687,46583.48727482502,46182.75683663258,400.7304381924405,385.7149890530227,47174.913787629856,45632.05383141776,311.01000000000204,1,0.0,-323.6599999999962,0
1641301200,46628.55,47072.04,46416.03,46954.42,103.39795924,4854991.205297841,1641301200,46607.21000000001,46393.17238095238,47023.50154211171,46574.892233884115,46146.91658356319,427.97565032092825,382.0050180025426,47157.18241695747,45629.1623449473,656.010000000002,1,0.0,-389.72000000000116,0
1641304800,46969.88,47459.8,46821.63,47344.14,142.91577212,6766224.323457377,1641304800,46508.99999999999,46387.10476190476,47163.758006399126,46505.887185499414,46082.316310248236,423.5708752511782,358.5310057650775,47104.16677343492,45670.0427503746,638.1700000000055,1,0.0,462.8899999999994,1
1641308400,47354.88,47526.0,46794.27,46881.25,192.43179504,9021443.091219,1641308400,46347.41714285715,46336.8380952381,46797.52789817916,46353.47758286294,45981.37041506809,372.1071677948494,297.69430647310435,46932.22670818431,45741.449482291886,731.7300000000032,1,0.0,101.47000000000116,1
1641312000,46917.25,46917.25,46630.19,46779.78,80.72966991,3776516.19786242,1641312000,46244.17285714286,46304.44952380952,46627.546661149,46257.5189615653,45909.38004827354,348.1389132917611,269.0198491188526,46842.489222047225,45766.40982557181,287.0599999999977,0,0.0,230.30999999999767,1
1641315600,46747.26,46985.36,46511.42,46549.47,74.41296959,3463884.2955406173,1641315600,46107.061428571425,46289.01714285714,46318.466851966645,46162.56240912263,45839.74805213542,322.8143569872045,245.91860455120167,46780.85435195955,45797.179933754735,473.9400000000023,0,0.0,814.7300000000032,1
1641319200,46549.47,46729.21,45539.05,45734.74,200.66519344,9177370.449028105,1641319200,46068.08142857143,46296.60809523809,45849.460460504975,46092.21557441765,45782.97029630626,309.2452781113898,241.37632765573593,46779.36075054956,45813.855439926614,1190.1599999999962,0,0.0,-271.9300000000003,0
1641322800,45717.81,46446.4,45581.42,46006.67,232.36635607,10690402.262814986,1641322800,46119.19857142858,46339.48476190476,46082.37775910598,46157.21113340268,45786.828720010766,370.38241339191154,224.0740109003713,46787.6327837055,45891.336740104016,864.9800000000032,0,0.0,-260.27999999999884,0
1641326400,46022.83,46407.9,45951.84,46266.95,75.6695876,3501001.02600982,1641326400,46162.17571428571,46353.98809523809,46236.0874518363,46184.582248566796,45769.24141761162,415.34083095517417,221.1761581205651,46796.34041147922,45911.63577899696,456.06000000000495,0,0.0,53.88999999999942,1
1641330000,46267.86,46310.13,45998.12,46213.06,57.00681918,2634459.555174491,1641330000,46187.53857142857,46341.50761904762,46173.42712677667,46169.606293760764,45729.42473102056,440.18156274020293,220.45686099116534,46782.42134102995,45900.593897065286,312.00999999999476,0,0.0,54.5199999999968,1
1641333600,46208.74,46241.26,45955.0,46158.54,78.26372458,3612539.261574913,1641333600,46217.38285714287,46327.898095238095,46092.96038417171,46161.70561989908,45690.73390950221,470.97171039687237,232.2768078238047,46792.4517108857,45863.34447959049,286.26000000000204,0,0.0,338.5400000000009,1
1641337200,46139.37,46151.69,45746.88,45820.0,52.21541433,2392510.2846006,1641337200,46239.287142857145,46257.23857142857,45959.81389142943,46162.28118715346,45653.30942226239,508.9717648910664,247.46269771885306,46752.163966866276,45762.313175990865,404.81000000000495,0,0.0,-456.6100000000006,0
1641340800,45828.77,46292.61,45714.55,46276.61,33.04995436,1529439.8484355195,1641340800,46330.631428571425,46168.81,46243.67845887706,46224.51413027226,45639.97417604339,584.5399542288724,434.8299414531451,47038.46988290629,45299.150117093704,578.0599999999977,1,0.0,184.0500000000029,1
1641344400,46272.82,46336.1,46092.56,46092.56,33.14422267,1527702.072070335,1641344400,46348.93571428571,46041.26761904762,46176.81745114258,46215.04215395812,45589.04331012686,625.9988438312648,676.2567343221141,47393.781087691845,44688.754150403394,243.54000000000087,1,0.0,-214.95000000000437,0
